epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,3793.72,0.68838,0.9395,1.03038,0.40456,0.79201,0.58646,0.48165,0.68387,1.46829,1.00232,0.000325526,0.000325526,0.000325526
80,3861.9,0.6259,0.89215,0.99886,0.53311,0.65171,0.60074,0.49229,0.71503,1.60352,1.02606,0.000311379,0.000311379,0.000311379
81,3930.91,0.66618,0.92585,1.03587,0.5638,0.54763,0.60955,0.50072,0.70882,1.55655,1.01387,0.000297232,0.000297232,0.000297232
82,4001.56,0.66722,0.85363,1.00703,0.39072,0.79325,0.5844,0.48417,0.69718,1.57744,1.02032,0.000283085,0.000283085,0.000283085
83,4078.16,0.6427,0.90759,1.02325,0.37336,0.77103,0.56326,0.48316,0.67679,1.55413,0.98626,0.000268938,0.000268938,0.000268938
84,4156.17,0.62413,0.8847,0.9851,0.5834,0.61548,0.58989,0.4926,0.68102,1.52593,0.97706,0.000254791,0.000254791,0.000254791
85,4233.41,0.61527,0.88316,0.9941,0.42956,0.79818,0.61252,0.5154,0.6923,1.42646,1.00108,0.000240644,0.000240644,0.000240644
86,4313.74,0.60096,0.84437,0.97158,0.44701,0.80156,0.61306,0.51074,0.72491,1.36166,1.02297,0.000226497,0.000226497,0.000226497
87,4402.01,0.60501,0.84567,0.98501,0.42869,0.78718,0.60901,0.50696,0.70162,1.39408,1.02766,0.000212349,0.000212349,0.000212349
88,4472.41,0.60242,0.8631,0.96784,0.44625,0.79325,0.61732,0.51589,0.70813,1.43931,1.01675,0.000198202,0.000198202,0.000198202
89,4544.95,0.61335,0.8492,0.99996,0.39505,0.72341,0.61082,0.51208,0.69945,1.52807,1.00876,0.000184055,0.000184055,0.000184055
90,4634.08,0.62476,0.82471,0.98831,0.40154,0.77776,0.60744,0.50632,0.69916,1.49495,1.01289,0.000169908,0.000169908,0.000169908
91,4710.62,0.53966,0.76779,0.96848,0.45464,0.75702,0.59212,0.50038,0.70919,1.47921,1.01019,0.000155761,0.000155761,0.000155761
92,4808.86,0.52237,0.73966,0.96253,0.41666,0.73589,0.60403,0.50397,0.68553,1.49454,1.01088,0.000141614,0.000141614,0.000141614
93,4874.56,0.52388,0.71986,0.9618,0.4687,0.70119,0.60524,0.50622,0.70769,1.48545,1.02746,0.000127467,0.000127467,0.000127467
94,4948.89,0.53596,0.69657,0.95473,0.57228,0.81532,0.59492,0.49166,0.72873,1.52519,1.02654,0.00011332,0.00011332,0.00011332
95,5017.61,0.53542,0.69822,0.94631,0.43444,0.79151,0.59837,0.50346,0.69068,1.49168,1.0014,9.91726e-05,9.91726e-05,9.91726e-05
96,5082.73,0.52071,0.69958,0.96555,0.42253,0.77103,0.59768,0.50339,0.67825,1.4703,0.98987,8.50255e-05,8.50255e-05,8.50255e-05
97,5147.98,0.51924,0.67472,0.93742,0.52914,0.77103,0.5997,0.50538,0.67931,1.43914,0.99122,7.08784e-05,7.08784e-05,7.08784e-05
98,5217.98,0.5065,0.69507,0.92638,0.49591,0.73839,0.60284,0.51327,0.66339,1.47144,0.99021,5.67313e-05,5.67313e-05,5.67313e-05
99,5291.7,0.51625,0.65661,0.94365,0.48312,0.7545,0.59895,0.50979,0.66789,1.49478,0.99415,4.25842e-05,4.25842e-05,4.25842e-05
100,5365.71,0.49773,0.68055,0.93759,0.60429,0.6123,0.60182,0.51338,0.67075,1.49036,0.99229,2.84371e-05,2.84371e-05,2.84371e-05
